Detected CSV format: v2.1 (with device arch and worker core count)
Using user-specified architecture: p150 (CSV detected blackhole)
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'PERF_PREFILL_layer0_sliding_attention_seq1024_batch1'.
Using operations until 'PERF_PREFILL_layer0_sliding_attention_seq1024_batch1_END'.
Detected data from 1 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                       Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs         FLOPs %  Math Fidelity
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  783    0.0 %         FastReduceNCDeviceOperation                                         1        60 μs          1 μs     88                                                        BF16 => BF16
  784    0.0 %         UnaryDeviceOperation                                                1        30 μs          0 μs    110                                                        BF16 => BF16
  785    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,861 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  786    0.0 %         PermuteDeviceOperation                                              1        35 μs          1 μs    110                                                        BF16 => BF16
  787    0.0 %         UnaryDeviceOperation                                                1        31 μs          1 μs    110                                                        BF16 => BF16
  788    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,860 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  789    0.0 %         PermuteDeviceOperation                                              1        36 μs          1 μs    110                                                        BF16 => BF16
  790    0.0 %         UnaryDeviceOperation                                                1        57 μs          1 μs    110                                                        BF16 => BF16
  791    0.0 %         BinaryNgDeviceOperation                                             1        41 μs          0 μs    110                                                  BF16, BF16 => BF16
  792    0.0 %         UnaryDeviceOperation                                                1       121 μs          0 μs    110                                                        BF16 => BF16
  793    0.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 704 x 2816        1     4,433 μs          1 μs      8  121 GB/s  23.6 %    3.7 TFLOPs   33.1 %  HiFi4 BF16 x BF16 => BF16
  794    0.0 %         PermuteDeviceOperation                                              1         9 μs          1 μs    110                                                        BF16 => BF16
  795    0.0 %         BinaryNgDeviceOperation                                             1       134 μs          1 μs    110                                                  BF16, BF16 => BF16
  796    0.0 %         FastReduceNCDeviceOperation                                         1        60 μs          1 μs     88                                                        BF16 => BF16
  797    0.0 %         ConcatDeviceOperation                                               1         2 μs          0 μs    110                                                  BF16, BF16 => BF16
  798    0.0 %         UnaryDeviceOperation                                                1        31 μs          0 μs    110                                                        BF16 => BF16
  799    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,860 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  800    0.0 %         PermuteDeviceOperation                                              1        34 μs          1 μs    110                                                        BF16 => BF16
  801    0.0 %         UnaryDeviceOperation                                                1        31 μs          1 μs    110                                                        BF16 => BF16
  802    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,860 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  803    0.0 %         PermuteDeviceOperation                                              1        37 μs          1 μs    110                                                        BF16 => BF16
  804    0.0 %         UnaryDeviceOperation                                                1        57 μs          1 μs    110                                                        BF16 => BF16
  805    0.0 %         BinaryNgDeviceOperation                                             1        41 μs          0 μs    110                                                  BF16, BF16 => BF16
  806    0.0 %         UnaryDeviceOperation                                                1       122 μs          0 μs    110                                                        BF16 => BF16
  807    0.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 704 x 2816        1     4,458 μs          1 μs      8  120 GB/s  23.5 %    3.6 TFLOPs   32.9 %  HiFi4 BF16 x BF16 => BF16
  808    0.0 %         PermuteDeviceOperation                                              1         8 μs          1 μs    110                                                        BF16 => BF16
  809    0.0 %         BinaryNgDeviceOperation                                             1       133 μs          1 μs    110                                                  BF16, BF16 => BF16
  810    0.0 %         FastReduceNCDeviceOperation                                         1        59 μs          1 μs     88                                                        BF16 => BF16
